user_id,age,gender,height_cm,weight_kg,bmi,shoe_size,apparel_size,foot_arch_type,primary_sport,fitness_level,workouts_per_week,indoor_or_outdoor,budget_min,budget_max,preferred_brands,style_preference,color_preference,material_preference,location,climate
U02962,33,male,178.8,82.8,25.9,9.5,L,normal,training,advanced,3,outdoor,41,179,Nike|Jordan,casual,red,polyester,"Houston, TX",tropical
U02963,47,female,153.2,58.9,25.1,7.0,L,normal,yoga,beginner,4,indoor,10,35,Nike|Jordan,athleisure,navy,gore-tex,"Chicago, IL",continental
U02964,34,female,166.1,64.6,23.4,9.0,M,normal,basketball,advanced,3,indoor,45,197,Adidas,casual,black,mesh,"Houston, TX",tropical
U02965,33,male,185.0,73.9,21.6,11.0,S,normal,running,intermediate,3,outdoor,33,108,Nike|Jordan,performance,navy,mesh,"Atlanta, GA",temperate
U02966,38,male,177.4,81.8,26.0,9.5,L,normal,running,advanced,2,outdoor,107,283,Adidas|Jordan,performance,black,mesh,"Seattle, WA",temperate
U02967,42,female,157.4,53.5,21.6,7.5,M,high,yoga,beginner,4,outdoor,29,87,Nike,casual,black,cotton,"Minneapolis, MN",cold
U02968,50,male,175.6,74.9,24.3,9.5,M,normal,training,intermediate,2,indoor,13,77,Adidas,performance,white,fleece,"Chicago, IL",continental
U02969,48,female,170.6,58.5,20.1,9.5,S,normal,tennis,intermediate,3,outdoor,15,52,Nike|Adidas,athleisure,green,mesh,"Philadelphia, PA",temperate
U02970,47,male,173.9,77.7,25.7,9.0,L,normal,running,intermediate,5,outdoor,32,74,Nike,performance,green,synthetic,"Los Angeles, CA",hot
U02971,33,male,173.4,75.2,25.0,9.0,M,high,basketball,intermediate,2,indoor,79,188,Nike,performance,black,cotton,"Atlanta, GA",temperate
U02972,22,male,174.5,68.2,22.4,9.5,S,normal,training,beginner,4,indoor,22,60,Adidas|Nike,athleisure,black,cotton,"Detroit, MI",continental
U02973,26,female,163.0,52.1,19.6,8.5,S,normal,training,intermediate,2,indoor,32,135,Jordan,athleisure,black,leather,"Boston, MA",continental
U02974,27,male,175.6,69.4,22.5,9.0,M,low,tennis,intermediate,3,outdoor,13,81,Adidas,performance,navy,knit,"Denver, CO",cold
U02975,34,male,177.9,83.6,26.4,10.5,L,low,lifestyle,beginner,2,both,23,80,Nike|Adidas|Jordan,athleisure,black,mesh,"New York, NY",continental
U02976,21,female,148.3,67.3,30.6,7.0,XL,normal,running,intermediate,4,outdoor,12,45,Adidas|Nike,performance,green,mesh,"Las Vegas, NV",hot
U02977,44,female,159.7,80.8,31.7,8.5,XXL,normal,football,advanced,3,outdoor,86,244,Jordan,performance,red,mesh,"Boston, MA",continental
U02978,39,male,176.9,87.0,27.8,10.0,L,high,yoga,intermediate,4,indoor,11,65,Nike,performance,pink,synthetic,"Denver, CO",cold
U02979,19,female,171.0,61.1,20.9,9.5,S,normal,running,beginner,2,outdoor,15,35,Adidas,performance,white,polyester,"Dallas, TX",hot
U02980,43,male,189.6,83.4,23.2,12.0,M,normal,football,intermediate,4,outdoor,101,272,Nike|Adidas,performance,navy,cotton,"Miami, FL",tropical
U02981,19,male,165.5,63.8,23.3,7.5,M,high,basketball,beginner,4,outdoor,25,56,Adidas,performance,white,polyester,"New York, NY",continental
U02982,53,male,183.9,92.0,27.2,11.0,L,high,running,intermediate,5,both,45,110,Nike,athleisure,grey,mesh,"Seattle, WA",temperate
U02983,61,male,166.0,94.8,34.4,9.0,XXL,normal,tennis,beginner,3,both,10,35,Jordan|Nike|Adidas,retro,black,cotton,"Denver, CO",cold
U02984,54,male,178.8,64.6,20.2,10.5,S,normal,lifestyle,intermediate,4,outdoor,47,136,Nike|Adidas,retro,black,knit,"Chicago, IL",continental
U02985,39,male,172.1,90.6,30.6,9.5,XL,high,running,advanced,2,outdoor,96,239,Nike|Jordan,performance,black,cotton,"Minneapolis, MN",cold
U02986,34,male,176.2,69.2,22.3,10.0,S,normal,training,advanced,2,both,32,152,Adidas|Nike,athleisure,red,fleece,"San Francisco, CA",temperate
U02987,40,male,167.5,66.2,23.6,8.0,M,normal,yoga,intermediate,3,indoor,23,153,Adidas|Nike|Jordan,athleisure,orange,cotton,"Houston, TX",tropical
U02988,35,female,170.0,77.5,26.8,9.5,L,normal,lifestyle,intermediate,3,both,42,172,Nike,casual,multi,synthetic,"Seattle, WA",temperate
U02989,30,female,172.7,56.1,18.8,10.0,S,normal,running,intermediate,3,outdoor,37,131,Jordan,performance,pink,synthetic,"Denver, CO",cold
U02990,30,female,154.0,68.5,28.9,7.0,XL,low,outdoor,advanced,3,outdoor,22,66,Nike,performance,purple,cotton,"Denver, CO",cold
U02991,33,male,180.6,84.5,25.9,11.5,L,normal,football,intermediate,3,outdoor,15,65,Adidas,performance,grey,nylon,"Orlando, FL",tropical
U02992,59,male,176.2,78.2,25.2,10.0,M,high,football,intermediate,4,outdoor,49,175,Nike|Jordan|Adidas,athleisure,orange,cotton,"Chicago, IL",continental
U02993,42,female,169.0,64.3,22.5,9.5,M,normal,training,beginner,5,both,23,67,Adidas|Nike,performance,white,mesh,"Houston, TX",tropical
U02994,31,male,177.4,94.1,29.9,10.5,XL,high,running,advanced,3,both,68,171,Nike,athleisure,navy,polyester,"Minneapolis, MN",cold
U02995,39,female,162.6,64.5,24.4,9.0,M,high,basketball,advanced,4,indoor,25,116,Jordan,performance,grey,mesh,"Houston, TX",tropical
U02996,30,female,167.4,46.8,16.7,8.5,XS,high,running,advanced,4,outdoor,49,126,Adidas|Jordan,athleisure,pink,leather,"Houston, TX",tropical
U02997,23,male,193.5,84.2,22.5,13.0,L,normal,running,advanced,3,outdoor,96,223,Adidas,athleisure,navy,leather,"Minneapolis, MN",cold
U02998,27,female,160.8,58.4,22.6,8.0,M,high,outdoor,intermediate,3,both,54,197,Adidas|Nike,performance,green,cotton,"Houston, TX",tropical
U02999,27,female,155.4,52.4,21.7,7.5,M,normal,yoga,intermediate,2,indoor,46,147,Adidas|Jordan|Nike,athleisure,white,fleece,"Chicago, IL",continental
U03000,37,male,183.9,84.5,25.0,11.0,M,normal,running,advanced,2,indoor,32,208,Nike|Adidas,casual,brown,knit,"Portland, OR",temperate
U03001,18,male,176.9,91.1,29.1,10.0,XL,high,training,advanced,4,indoor,64,176,Adidas,athleisure,white,cotton,"Seattle, WA",temperate
U03002,21,male,183.4,89.5,26.6,11.0,L,normal,training,beginner,4,indoor,21,52,Nike|Adidas,athleisure,black,cotton,"Detroit, MI",continental
U03003,23,male,189.7,59.0,16.4,12.5,XS,high,running,beginner,2,indoor,10,35,Adidas|Jordan,athleisure,grey,cotton,"San Diego, CA",hot
U03004,50,male,173.9,88.3,29.2,9.0,XL,normal,basketball,intermediate,4,both,23,58,Adidas|Nike,casual,black,mesh,"Phoenix, AZ",hot
U03005,55,female,154.0,59.3,25.0,7.0,L,normal,yoga,intermediate,3,indoor,35,182,Jordan,athleisure,red,synthetic,"Orlando, FL",tropical
U03006,26,female,161.4,62.5,24.0,7.5,M,normal,training,intermediate,4,outdoor,42,104,Nike|Adidas,performance,black,gore-tex,"Las Vegas, NV",hot
U03007,44,female,165.0,48.7,17.9,8.5,XS,normal,outdoor,beginner,4,outdoor,25,79,Adidas|Nike,performance,green,knit,"Denver, CO",cold
U03008,37,female,174.7,55.2,18.1,10.5,XS,normal,training,beginner,4,outdoor,19,71,Nike|Adidas,casual,brown,polyester,"San Diego, CA",hot
U03009,23,male,183.4,81.4,24.2,11.5,M,high,yoga,intermediate,3,outdoor,42,96,Jordan,performance,navy,polyester,"San Francisco, CA",temperate
U03010,19,male,175.6,63.8,20.7,9.5,S,normal,yoga,beginner,2,indoor,21,62,Jordan,performance,red,rubber,"Houston, TX",tropical
U03011,30,male,180.0,78.4,24.2,11.0,M,low,yoga,intermediate,3,both,23,141,Jordan|Nike,performance,grey,leather,"Las Vegas, NV",hot
U03012,30,male,169.0,82.8,29.0,9.0,XL,normal,running,beginner,3,outdoor,18,47,Nike,retro,black,fleece,"Portland, OR",temperate
U03013,49,male,176.9,84.8,27.1,10.0,L,low,training,advanced,2,indoor,55,271,Nike,performance,grey,knit,"Los Angeles, CA",hot
U03014,61,male,193.5,60.3,16.1,13.0,S,normal,training,beginner,2,indoor,17,39,Jordan|Nike,athleisure,grey,synthetic,"Phoenix, AZ",hot
U03015,25,male,168.3,88.7,31.3,8.5,XL,low,football,intermediate,4,indoor,23,116,Adidas,performance,grey,synthetic,"San Francisco, CA",temperate
U03016,25,male,178.8,98.5,30.8,11.0,XL,low,training,intermediate,3,indoor,19,64,Jordan|Adidas,athleisure,red,polyester,"Los Angeles, CA",hot
U03017,18,female,163.7,55.7,20.8,8.0,S,high,running,advanced,4,both,39,126,Nike,casual,blue,knit,"Denver, CO",cold
U03018,18,female,170.0,63.3,21.9,10.0,M,low,training,advanced,5,indoor,33,103,Nike|Adidas,athleisure,brown,leather,"Denver, CO",cold
U03019,25,female,163.0,52.1,19.6,9.0,S,high,training,intermediate,2,outdoor,33,106,Nike,performance,green,rubber,"Houston, TX",tropical
U03020,46,male,180.0,94.9,29.3,10.5,XL,normal,running,intermediate,4,outdoor,40,143,Adidas,performance,pink,cotton,"Philadelphia, PA",temperate
U03021,47,female,153.2,58.2,24.8,6.5,L,normal,training,beginner,3,indoor,24,67,Nike|Jordan,performance,brown,cotton,"Denver, CO",cold
U03022,26,male,186.1,103.2,29.8,12.0,XL,high,training,intermediate,3,indoor,47,239,Jordan|Adidas|Nike,performance,blue,mesh,"Chicago, IL",continental
U03023,30,female,166.5,47.4,17.1,9.0,XS,normal,skateboarding,intermediate,4,outdoor,57,147,Nike,casual,beige,rubber,"Minneapolis, MN",cold
U03024,44,female,160.9,80.0,30.9,9.0,XL,normal,training,beginner,3,indoor,10,59,Nike,performance,grey,polyester,"San Francisco, CA",temperate
U03025,44,male,173.9,83.8,27.7,9.5,L,normal,running,advanced,3,outdoor,64,159,Jordan,performance,white,rubber,"Chicago, IL",continental
U03026,27,female,148.3,75.2,34.2,7.0,XXL,normal,running,intermediate,2,outdoor,46,123,Nike,performance,orange,leather,"Chicago, IL",continental
U03027,24,female,158.6,65.4,26.0,7.5,L,normal,training,beginner,2,indoor,28,72,Nike,performance,orange,mesh,"Atlanta, GA",temperate
U03028,41,male,167.5,66.2,23.6,9.0,M,high,yoga,intermediate,3,indoor,15,63,Adidas|Jordan|Nike,casual,grey,polyester,"Charlotte, NC",temperate
U03029,56,female,155.4,63.8,26.4,7.5,L,high,training,intermediate,4,outdoor,45,112,Adidas,performance,red,polyester,"San Francisco, CA",temperate
U03030,29,male,172.9,88.2,29.5,9.0,XL,normal,training,intermediate,4,indoor,23,63,Jordan,athleisure,purple,nylon,"Seattle, WA",temperate
U03031,30,female,169.0,52.8,18.5,10.0,S,normal,outdoor,advanced,4,outdoor,91,207,Nike|Adidas|Jordan,performance,black,mesh,"San Diego, CA",hot
U03032,52,female,148.9,55.9,25.2,6.5,L,normal,training,beginner,3,both,16,103,Nike|Adidas,performance,green,cotton,"Chicago, IL",continental
U03033,61,female,167.1,64.2,23.0,9.5,M,normal,training,intermediate,2,indoor,38,98,Nike,performance,grey,mesh,"Detroit, MI",continental
U03034,19,male,185.0,91.7,26.8,12.0,L,normal,running,intermediate,3,outdoor,12,35,Adidas|Nike,athleisure,beige,synthetic,"Atlanta, GA",temperate
U03035,53,female,167.1,68.7,24.6,8.5,L,normal,lifestyle,advanced,3,both,35,78,Adidas|Nike,athleisure,black,rubber,"Boston, MA",continental
U03036,20,male,177.4,69.2,22.0,9.5,S,normal,running,intermediate,4,outdoor,31,109,Adidas|Nike|Jordan,performance,red,polyester,"Miami, FL",tropical
U03037,18,male,183.9,92.7,27.4,11.5,L,low,running,intermediate,5,outdoor,10,35,Nike,athleisure,green,knit,"Orlando, FL",tropical
U03038,48,female,162.7,68.0,25.7,9.0,L,low,lifestyle,beginner,2,both,35,84,Nike|Adidas,athleisure,black,cotton,"Detroit, MI",continental
U03039,35,male,175.6,87.3,28.3,10.0,L,normal,running,advanced,3,outdoor,62,250,Nike|Adidas,performance,purple,synthetic,"Los Angeles, CA",hot
U03040,58,female,175.3,49.2,16.0,11.0,XS,low,yoga,intermediate,4,indoor,50,139,Nike|Jordan|Adidas,athleisure,grey,synthetic,"Las Vegas, NV",hot
U03041,51,female,166.6,68.8,24.8,9.5,L,normal,basketball,intermediate,4,outdoor,24,95,Adidas|Nike,performance,black,mesh,"Chicago, IL",continental
U03042,54,female,159.1,56.2,22.2,8.0,M,normal,training,advanced,5,both,86,198,Adidas,casual,red,cotton,"Dallas, TX",hot
U03043,45,female,155.4,71.0,29.4,8.0,XL,low,football,intermediate,5,outdoor,35,115,Adidas|Nike|Jordan,performance,black,cotton,"Atlanta, GA",temperate
U03044,27,male,175.6,76.8,24.9,10.0,M,normal,yoga,beginner,4,indoor,10,35,Nike|Jordan,performance,beige,mesh,"San Francisco, CA",temperate
U03045,53,female,174.8,71.2,23.3,10.5,M,low,yoga,intermediate,4,indoor,57,144,Adidas|Jordan,athleisure,blue,mesh,"Orlando, FL",tropical
U03046,46,female,167.1,61.2,21.9,9.0,M,normal,outdoor,beginner,4,indoor,20,117,Adidas,performance,purple,synthetic,"San Diego, CA",hot
U03047,33,female,167.8,68.1,24.2,9.5,M,normal,training,intermediate,4,indoor,25,140,Adidas|Nike,performance,red,cotton,"New York, NY",continental
U03048,18,female,163.1,68.4,25.7,7.5,L,normal,yoga,beginner,2,indoor,17,43,Nike|Adidas,performance,beige,knit,"Miami, FL",tropical
U03049,60,female,163.7,57.1,21.3,8.5,S,normal,yoga,advanced,3,indoor,46,185,Jordan|Adidas|Nike,athleisure,navy,fleece,"San Francisco, CA",temperate
U03050,46,female,169.4,81.5,28.4,10.0,XL,normal,running,advanced,4,outdoor,58,285,Nike|Adidas,performance,white,polyester,"San Francisco, CA",temperate
U03051,29,male,181.1,82.3,25.1,11.0,M,low,training,advanced,5,indoor,88,269,Adidas,performance,black,knit,"Minneapolis, MN",cold
U03052,51,male,164.3,63.7,23.6,7.5,M,normal,training,intermediate,4,indoor,37,162,Nike|Adidas,athleisure,white,fleece,"San Francisco, CA",temperate
U03053,33,female,158.6,74.2,29.5,8.0,XL,normal,lifestyle,beginner,5,indoor,16,35,Adidas,casual,brown,cotton,"San Francisco, CA",temperate
U03054,28,male,172.5,81.2,27.3,8.5,L,normal,football,intermediate,5,both,49,124,Nike,performance,multi,leather,"Dallas, TX",hot
U03055,26,female,164.2,60.7,22.5,9.0,M,high,training,advanced,4,outdoor,90,216,Adidas|Jordan|Nike,performance,black,fleece,"San Diego, CA",hot
U03056,19,male,164.3,79.4,29.4,7.5,XL,low,training,beginner,2,indoor,33,82,Nike|Adidas|Jordan,performance,white,synthetic,"Atlanta, GA",temperate
U03057,18,male,183.9,92.7,27.4,11.5,L,normal,training,intermediate,5,indoor,44,107,Nike|Adidas,performance,black,synthetic,"Detroit, MI",continental
U03058,32,female,161.8,91.4,34.9,9.0,XXL,normal,training,intermediate,3,indoor,51,201,Adidas,athleisure,blue,mesh,"Atlanta, GA",temperate
U03059,18,male,173.9,68.0,22.5,9.5,M,high,yoga,beginner,4,indoor,12,35,Adidas|Nike,performance,blue,fleece,"Dallas, TX",hot
U03060,50,male,166.9,71.3,25.6,8.0,L,normal,training,beginner,5,outdoor,35,82,Jordan|Adidas,athleisure,multi,knit,"Phoenix, AZ",hot
U03061,55,male,172.1,64.9,21.9,9.5,S,normal,training,intermediate,3,indoor,46,128,Nike,performance,grey,leather,"Las Vegas, NV",hot
U03062,19,male,166.2,72.4,26.2,7.5,L,low,training,intermediate,4,indoor,57,126,Nike,performance,navy,fleece,"Los Angeles, CA",hot
U03063,53,female,160.9,69.1,26.7,8.5,L,normal,outdoor,beginner,3,outdoor,51,124,Nike|Adidas,performance,orange,mesh,"Boston, MA",continental
U03064,20,male,169.6,64.1,22.3,9.0,S,normal,yoga,intermediate,3,indoor,10,59,Adidas,performance,black,gore-tex,"Phoenix, AZ",hot
U03065,32,female,151.7,60.5,26.3,6.5,L,normal,yoga,intermediate,4,indoor,59,198,Jordan|Adidas,athleisure,orange,leather,"Detroit, MI",continental
U03066,40,female,170.6,78.0,26.8,9.5,L,normal,basketball,beginner,4,outdoor,21,92,Jordan,casual,pink,leather,"Boston, MA",continental
U03067,44,male,183.4,84.8,25.2,11.0,M,normal,basketball,intermediate,5,indoor,40,97,Nike|Adidas,casual,brown,polyester,"Seattle, WA",temperate
U03068,54,female,154.0,59.3,25.0,7.0,L,normal,lifestyle,intermediate,3,both,31,72,Adidas|Nike|Jordan,athleisure,multi,leather,"Orlando, FL",tropical
U03069,48,male,172.5,73.2,24.6,9.5,M,low,training,intermediate,2,both,36,114,Adidas,performance,navy,knit,"Boston, MA",continental
U03070,36,female,164.3,58.8,21.8,8.0,M,normal,running,intermediate,2,both,20,118,Jordan|Nike|Adidas,performance,green,mesh,"New York, NY",continental
U03071,33,male,178.8,85.7,26.8,9.5,L,low,football,beginner,3,both,19,75,Adidas|Nike,performance,multi,leather,"Seattle, WA",temperate
U03072,57,male,167.0,73.1,26.2,8.5,L,normal,training,beginner,3,indoor,10,41,Nike|Adidas,performance,yellow,rubber,"Boston, MA",continental
U03073,37,male,173.9,73.2,24.2,9.0,M,normal,yoga,intermediate,3,indoor,42,136,Nike|Adidas|Jordan,athleisure,navy,mesh,"New York, NY",continental
U03074,28,female,166.1,64.0,23.2,9.0,M,high,football,advanced,4,both,62,139,Nike,retro,black,gore-tex,"New York, NY",continental
U03075,58,female,157.8,49.6,19.9,7.0,S,normal,training,beginner,5,indoor,23,89,Adidas|Nike,athleisure,grey,cotton,"Houston, TX",tropical
U03076,29,female,165.7,87.6,31.9,10.0,XXL,normal,lifestyle,beginner,5,both,49,133,Nike,retro,purple,polyester,"Dallas, TX",hot
U03077,51,male,190.3,75.7,20.9,12.5,M,normal,skateboarding,intermediate,2,outdoor,30,75,Nike|Jordan|Adidas,retro,black,polyester,"Minneapolis, MN",cold
U03078,28,female,174.8,84.0,27.5,11.0,XL,normal,training,beginner,3,both,27,67,Adidas|Nike,casual,brown,mesh,"Detroit, MI",continental
U03079,33,male,186.1,62.0,17.9,12.0,XS,normal,yoga,beginner,3,indoor,19,98,Adidas|Nike,performance,red,rubber,"Dallas, TX",hot
U03080,29,male,180.0,82.6,25.5,10.0,L,normal,running,intermediate,3,outdoor,26,118,Nike,casual,orange,polyester,"Portland, OR",temperate
U03081,19,male,170.2,78.5,27.1,8.5,L,low,yoga,beginner,4,both,10,35,Adidas,athleisure,grey,fleece,"Seattle, WA",temperate
U03082,25,female,166.1,57.4,20.8,9.0,S,normal,training,advanced,4,indoor,57,237,Nike,athleisure,white,synthetic,"Minneapolis, MN",cold
U03083,27,female,174.8,62.3,20.4,10.0,S,high,training,beginner,3,indoor,10,50,Nike,athleisure,multi,cotton,"San Francisco, CA",temperate
U03084,43,female,157.4,53.5,21.6,7.5,M,normal,training,beginner,4,indoor,22,71,Jordan,athleisure,navy,cotton,"Atlanta, GA",temperate
U03085,51,female,157.4,68.1,27.5,8.0,XL,normal,yoga,intermediate,2,indoor,26,69,Nike,athleisure,pink,mesh,"Minneapolis, MN",cold
U03086,55,female,160.9,59.0,22.8,8.5,M,high,skateboarding,intermediate,5,outdoor,34,147,Nike|Adidas|Jordan,performance,beige,knit,"Charlotte, NC",temperate
U03087,39,male,183.9,99.8,29.5,11.0,XL,normal,training,intermediate,2,indoor,30,88,Jordan|Nike,performance,blue,polyester,"Minneapolis, MN",cold
U03088,28,male,179.4,84.3,26.2,10.5,L,low,football,beginner,4,outdoor,30,95,Adidas|Nike,performance,black,synthetic,"Portland, OR",temperate
U03089,39,female,171.7,47.2,16.0,10.0,XS,normal,training,intermediate,2,both,17,96,Nike|Adidas|Jordan,performance,white,knit,"Los Angeles, CA",hot
U03090,50,female,173.0,47.9,16.0,10.0,XS,high,tennis,intermediate,4,both,19,86,Jordan|Adidas,performance,red,fleece,"Miami, FL",tropical
U03091,18,male,184.5,65.7,19.3,11.5,XS,normal,lifestyle,advanced,5,indoor,36,161,Nike|Adidas|Jordan,performance,green,mesh,"Dallas, TX",hot
U03092,40,male,176.9,70.1,22.4,10.0,S,normal,swimming,beginner,4,indoor,12,41,Adidas|Nike,performance,blue,gore-tex,"Detroit, MI",continental
U03093,51,male,193.6,60.3,16.1,13.0,S,normal,swimming,intermediate,3,indoor,75,223,Nike|Jordan,performance,red,polyester,"Dallas, TX",hot
U03094,48,male,186.7,91.0,26.1,12.5,L,normal,basketball,advanced,4,both,43,178,Nike,casual,pink,fleece,"Phoenix, AZ",hot
U03095,31,male,171.6,77.1,26.2,9.0,L,low,training,intermediate,4,indoor,16,83,Jordan|Nike,athleisure,black,synthetic,"New York, NY",continental
U03096,43,female,168.3,46.2,16.3,9.0,XS,normal,running,beginner,3,outdoor,13,55,Nike|Adidas,athleisure,blue,synthetic,"Philadelphia, PA",temperate
U03097,19,male,175.0,82.1,26.8,9.5,L,normal,yoga,beginner,2,indoor,10,54,Nike,performance,purple,mesh,"Seattle, WA",temperate
U03098,18,female,164.3,57.8,21.4,9.0,S,normal,tennis,beginner,3,both,30,81,Jordan,retro,black,gore-tex,"Orlando, FL",tropical
U03099,18,male,173.4,73.7,24.5,9.5,M,normal,tennis,beginner,2,outdoor,13,37,Nike|Adidas|Jordan,performance,red,synthetic,"Miami, FL",tropical
U03100,54,female,149.0,55.9,25.2,6.0,L,high,football,beginner,3,indoor,20,56,Adidas|Nike|Jordan,performance,navy,cotton,"Portland, OR",temperate
U03101,46,female,153.3,49.1,20.9,7.0,S,normal,training,advanced,3,indoor,54,162,Adidas|Jordan,athleisure,pink,mesh,"Denver, CO",cold
U03102,43,male,162.3,79.0,30.0,8.0,XL,low,basketball,intermediate,4,both,48,201,Nike,performance,brown,knit,"Dallas, TX",hot
U03103,60,male,162.3,77.4,29.4,7.0,XL,low,training,beginner,3,indoor,15,81,Adidas,athleisure,brown,fleece,"Boston, MA",continental
U03104,37,male,183.9,64.6,19.1,11.0,XS,normal,swimming,beginner,4,indoor,42,127,Adidas,performance,yellow,synthetic,"Phoenix, AZ",hot
U03105,25,male,182.8,64.2,19.2,11.0,XS,normal,training,beginner,3,indoor,24,66,Nike|Jordan,performance,grey,synthetic,"Phoenix, AZ",hot
U03106,54,male,181.6,76.5,23.2,10.0,M,low,football,intermediate,4,outdoor,76,192,Nike,retro,black,knit,"Houston, TX",tropical
U03107,23,female,169.0,57.7,20.2,10.0,S,high,training,intermediate,4,indoor,54,147,Nike,performance,pink,gore-tex,"Charlotte, NC",temperate
U03108,33,male,180.0,78.4,24.2,10.5,M,high,training,intermediate,3,indoor,49,141,Adidas|Nike,athleisure,green,polyester,"Seattle, WA",temperate
U03109,38,male,190.6,88.3,24.3,12.0,L,normal,skateboarding,beginner,5,outdoor,36,90,Nike|Adidas,casual,black,synthetic,"Atlanta, GA",temperate
U03110,42,male,186.8,85.8,24.6,11.5,M,normal,yoga,beginner,3,indoor,19,51,Jordan|Nike|Adidas,performance,green,gore-tex,"Phoenix, AZ",hot
U03111,49,male,171.6,95.7,32.5,9.5,XXL,normal,tennis,intermediate,4,outdoor,98,226,Jordan,performance,green,cotton,"Denver, CO",cold
U03112,39,male,173.4,90.2,30.0,9.5,XL,normal,running,intermediate,4,outdoor,14,95,Adidas,athleisure,navy,gore-tex,"Phoenix, AZ",hot
U03113,31,male,181.9,70.8,21.4,11.5,S,normal,football,intermediate,4,outdoor,26,133,Nike,performance,purple,mesh,"Philadelphia, PA",temperate
U03114,18,male,189.7,59.4,16.5,12.0,XS,normal,running,beginner,2,outdoor,23,71,Jordan|Nike,performance,brown,synthetic,"Chicago, IL",continental
U03115,58,female,170.0,75.7,26.2,9.5,L,low,running,beginner,3,outdoor,10,35,Jordan,performance,black,cotton,"Denver, CO",cold
U03116,23,female,159.1,68.6,27.1,8.5,L,low,swimming,advanced,3,indoor,33,132,Adidas|Jordan,performance,black,mesh,"Chicago, IL",continental
U03117,43,male,176.9,69.5,22.2,10.0,S,high,training,advanced,2,both,67,180,Nike|Adidas,performance,black,cotton,"Miami, FL",tropical
U03118,49,male,176.9,78.9,25.2,10.0,M,normal,football,advanced,4,outdoor,49,157,Nike,performance,beige,polyester,"Dallas, TX",hot
U03119,18,female,163.1,72.6,27.3,9.0,L,normal,training,advanced,3,indoor,41,133,Adidas,performance,black,knit,"Miami, FL",tropical
U03120,32,female,156.2,72.2,29.6,7.5,XL,normal,yoga,beginner,4,indoor,20,122,Adidas|Nike|Jordan,athleisure,blue,synthetic,"Minneapolis, MN",cold
U03121,33,male,187.3,85.9,24.5,12.0,M,high,swimming,intermediate,2,both,21,74,Nike|Jordan,performance,black,gore-tex,"Boston, MA",continental
U03122,33,male,176.2,71.4,23.0,9.5,M,normal,running,advanced,4,outdoor,32,97,Adidas|Nike,casual,navy,cotton,"Phoenix, AZ",hot
U03123,28,male,170.8,80.2,27.5,8.5,L,low,training,advanced,5,indoor,30,129,Jordan,performance,grey,polyester,"Portland, OR",temperate
U03124,20,female,168.3,64.0,22.6,9.0,M,normal,training,intermediate,4,both,26,118,Nike,performance,white,polyester,"Charlotte, NC",temperate
U03125,29,female,160.9,62.7,24.2,7.5,M,normal,running,intermediate,3,outdoor,47,150,Nike,performance,pink,knit,"Minneapolis, MN",cold
U03126,18,male,182.8,64.2,19.2,11.0,XS,normal,training,intermediate,3,indoor,47,111,Nike|Adidas|Jordan,athleisure,blue,polyester,"Detroit, MI",continental
U03127,26,female,165.0,71.3,26.2,8.5,L,normal,training,beginner,4,indoor,18,95,Nike,performance,blue,nylon,"Seattle, WA",temperate
U03128,19,female,172.8,47.8,16.0,10.0,XS,high,football,advanced,2,outdoor,37,151,Jordan,casual,multi,gore-tex,"Orlando, FL",tropical
U03129,22,female,156.2,66.6,27.3,7.5,L,normal,training,beginner,5,both,10,43,Adidas|Nike|Jordan,athleisure,white,mesh,"Charlotte, NC",temperate
U03130,31,male,177.9,86.7,27.4,10.5,L,low,training,intermediate,2,both,18,71,Nike|Jordan,retro,multi,knit,"Los Angeles, CA",hot
U03131,19,male,178.8,76.1,23.8,10.5,M,normal,lifestyle,advanced,4,indoor,29,80,Adidas,athleisure,yellow,mesh,"Minneapolis, MN",cold
U03132,22,female,172.8,70.5,23.6,10.0,M,high,skateboarding,beginner,3,outdoor,12,48,Nike,casual,black,synthetic,"San Diego, CA",hot
U03133,51,female,160.4,49.4,19.2,8.0,S,normal,yoga,advanced,4,indoor,62,230,Nike,athleisure,grey,leather,"New York, NY",continental
U03134,39,male,184.5,80.7,23.7,12.0,M,normal,training,beginner,4,indoor,31,72,Nike|Adidas,performance,white,cotton,"Detroit, MI",continental
U03135,49,male,167.0,83.9,30.1,8.5,XL,normal,swimming,advanced,2,indoor,42,167,Adidas|Nike|Jordan,performance,green,knit,"Portland, OR",temperate
U03136,19,male,176.9,64.2,20.5,10.5,S,high,running,beginner,2,outdoor,11,35,Nike,performance,white,polyester,"Atlanta, GA",temperate
U03137,62,male,181.1,87.6,26.7,11.0,L,normal,training,intermediate,4,indoor,109,254,Adidas,performance,white,gore-tex,"Boston, MA",continental
U03138,19,female,149.1,54.5,24.5,6.0,L,high,training,beginner,3,indoor,11,38,Adidas,performance,green,mesh,"Dallas, TX",hot
U03139,22,female,149.2,68.1,30.6,6.5,XL,normal,yoga,intermediate,4,indoor,18,91,Adidas,performance,green,knit,"Detroit, MI",continental
U03140,54,female,157.8,53.3,21.4,7.5,S,normal,training,intermediate,4,indoor,31,160,Adidas|Jordan,performance,green,knit,"Dallas, TX",hot
U03141,18,female,167.4,71.2,25.4,9.0,L,normal,training,intermediate,3,indoor,37,88,Adidas,performance,blue,rubber,"Portland, OR",temperate
